Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV00398,C00077,"P00290,P00436,P00438,P00254",13/05/2024,MK
INV00399,C00827,"P00119,P00397,P00284",04/10/2025,TKO
INV00400,C00245,"P00422,P00307,P00532,P00201,P00214",19/04/2024,MK
INV00401,C00824,"P00032,P00347",13/06/2024,MK
INV00402,C00131,"P00373,P00353,P00422,P00266,P00335",06/04/2025,MK
INV00403,C00359,"P00156,P00336,P00108,P00089,P00518",26/12/2024,TKO
INV00404,C00840,"P00036,P00257,P00429",23/08/2024,MK
INV00405,C00295,"P00154,P00198,P00141,P00104,P00534",05/06/2025,CYB
INV00406,C00496,"P00299,P00522",02/09/2024,MK
INV00407,C00439,"P00497,P00400,P00237,P00464",24/06/2025,TKO
INV00408,C00078,P00173,16/02/2025,MK
INV00409,C01419,"P00054,P00245",19/01/2025,MK
INV00410,C01427,"P00546,P00272,P00356,P00299",29/05/2025,MK
INV00411,C01020,"P00373,P00353,P00422,P00266,P00004,P00156",24/03/2025,ST
INV00412,C00677,"P00156,P00336,P00108,P00089,P00207",11/04/2025,TKO
INV00413,C00404,"P00373,P00353,P00422,P00266,P00125",11/11/2025,ST
INV00414,C00904,"P00035,P00287,P00216,P00077",02/05/2025,MK
INV00415,C01117,"P00156,P00336,P00108,P00089,P00341",17/12/2024,MK
INV00416,C01132,"P00430,P00383",13/06/2025,CYB
INV00417,C00909,"P00373,P00353,P00422,P00266",15/03/2025,CYB
INV00418,C00424,"P00315,P00131",26/05/2024,TKO
INV00419,C00361,"P00034,P00342",05/02/2025,TKO
INV00420,C01394,"P00372,P00163,P00440",09/07/2025,MK
INV00421,C00068,"P00350,P00179,P00264",04/05/2024,MK
INV00422,C00529,"P00111,P00502,P00443",01/10/2024,CYB
INV00423,C00535,"P00156,P00336,P00108,P00089,P00281,P00245",06/06/2024,ST
INV00424,C00113,"P00338,P00452,P00353,P00054,P00478",17/12/2025,MK
INV00425,C01245,"P00184,P00285,P00447",18/07/2025,MK
INV00426,C00713,"P00434,P00240,P00183",14/02/2025,MK
INV00427,C00556,"P00213,P00517,P00459",05/11/2024,CYB
INV00428,C00574,"P00086,P00286,P00314",29/07/2024,TKO
INV00429,C01133,"P00156,P00336,P00108,P00089,P00425,P00360",25/06/2024,ST
INV00430,C01076,"P00246,P00107,P00309,P00521",15/09/2025,CYB
INV00431,C00764,"P00216,P00467,P00433",11/01/2025,TKO
INV00432,C01099,"P00373,P00353,P00422,P00266,P00304",26/08/2024,MK
INV00433,C00356,"P00305,P00195,P00172",07/10/2025,TKO
INV00434,C00453,"P00373,P00353,P00422,P00266,P00512,P00533",28/07/2025,ST
INV00435,C00562,"P00156,P00336,P00108,P00089,P00085",11/11/2025,CYB
INV00436,C00291,P00238,11/07/2025,MK
INV00437,C01257,"P00018,P00069,P00331,P00184",27/09/2024,TKO
INV00438,C00946,P00223,09/09/2025,TKO
INV00439,C01072,"P00449,P00544,P00280,P00236,P00233",10/05/2024,MK
INV00440,C01288,"P00512,P00082,P00497",02/02/2024,MK
INV00441,C01049,P00154,21/08/2025,ST
INV00442,C00822,"P00200,P00163,P00267,P00368,P00274",03/09/2024,TKO
INV00443,C00979,"P00496,P00009",13/08/2024,ST
INV00444,C00821,"P00378,P00175",28/08/2024,ST
INV00445,C00048,"P00210,P00006,P00104,P00176,P00403",28/07/2024,MK
INV00446,C00620,"P00483,P00075",05/12/2024,CYB
INV00447,C00413,P00421,04/03/2024,MK
INV00448,C00114,"P00299,P00369,P00521,P00039",24/11/2024,MK
INV00449,C01315,"P00175,P00527,P00482,P00211",12/04/2024,TKO
INV00450,C00581,"P00293,P00440,P00087,P00232",14/04/2024,MK
INV00451,C01053,"P00373,P00353,P00422,P00266,P00002,P00357",22/07/2025,MK
INV00452,C00723,"P00289,P00204,P00107",18/08/2025,CYB
INV00453,C00385,"P00533,P00291,P00216,P00408",17/01/2025,CYB
INV00454,C00476,P00289,24/11/2024,MK
INV00455,C00128,P00132,22/03/2025,CYB
INV00456,C00567,"P00039,P00547,P00480,P00435",17/12/2024,MK
INV00457,C00872,"P00375,P00217,P00247,P00459",03/08/2025,CYB
INV00458,C00754,"P00443,P00222",11/04/2024,CYB
INV00459,C01445,"P00046,P00031,P00409,P00410",19/02/2025,TKO
INV00460,C00669,"P00326,P00384",17/09/2025,CYB
INV00461,C01158,"P00168,P00432,P00019",25/05/2024,TKO
INV00462,C01124,"P00199,P00334,P00534,P00336,P00511",17/04/2025,CYB
INV00463,C00578,P00339,11/06/2024,CYB
INV00464,C00039,"P00373,P00353,P00422,P00266,P00465,P00051",07/03/2025,CYB
INV00465,C00212,"P00252,P00057,P00316,P00226,P00288",03/09/2025,CYB
INV00466,C00887,P00354,01/04/2025,CYB
INV00467,C00054,"P00199,P00346,P00316,P00186,P00042",20/09/2024,TKO
INV00468,C00546,P00508,27/01/2024,MK
INV00469,C00563,"P00373,P00353,P00422,P00266,P00494,P00542",25/01/2024,ST
INV00470,C01283,"P00421,P00406,P00276",11/07/2024,TKO
INV00471,C00090,"P00304,P00155,P00260,P00483",19/12/2024,CYB
INV00472,C00438,"P00309,P00389,P00184",14/08/2025,CYB
INV00473,C00437,"P00156,P00336,P00108,P00089",08/09/2025,TKO
INV00474,C01275,"P00475,P00075,P00028",27/08/2024,CYB
INV00475,C00841,P00488,15/04/2025,TKO
INV00476,C00026,"P00538,P00372,P00492",14/10/2025,TKO
INV00477,C00055,"P00373,P00353,P00422,P00266,P00294,P00083",22/04/2025,TKO
INV00478,C01125,"P00373,P00353,P00422,P00266,P00231",24/06/2025,ST
INV00479,C00583,"P00387,P00113,P00080,P00235,P00508",25/09/2024,TKO
INV00480,C00720,"P00450,P00443,P00191",26/11/2024,MK
INV00481,C01352,"P00373,P00353,P00422,P00266,P00476,P00022",18/05/2024,TKO
INV00482,C00524,"P00156,P00336,P00108,P00089",02/09/2025,MK
INV00483,C00400,"P00156,P00336,P00108,P00089,P00409,P00355",31/10/2025,MK
INV00484,C00463,"P00047,P00439",02/06/2025,MK
INV00485,C00108,P00541,26/09/2024,TKO
INV00486,C00139,"P00156,P00336,P00108,P00089,P00042",26/08/2024,MK
INV00487,C00692,P00451,18/09/2024,CYB
INV00488,C00168,"P00373,P00353,P00422,P00266,P00459,P00428",17/03/2025,MK
INV00489,C00393,"P00546,P00106,P00165,P00438,P00291",13/02/2024,TKO
INV00490,C00243,"P00448,P00054,P00296,P00210,P00196",16/03/2024,CYB
INV00491,C01089,"P00156,P00336,P00108,P00089,P00327",17/11/2025,CYB
INV00492,C00083,"P00373,P00353,P00422,P00266,P00238",28/09/2025,CYB
INV00493,C01385,"P00373,P00353,P00422,P00266,P00131,P00355",20/04/2025,CYB
INV00494,C00433,"P00156,P00336,P00108,P00089",14/07/2024,TKO
INV00495,C00871,"P00264,P00049,P00453",26/03/2025,TKO
INV00496,C01235,"P00156,P00336,P00108,P00089",12/02/2025,CYB
INV00497,C00418,"P00156,P00336,P00108,P00089,P00066",18/06/2025,MK
INV00498,C00450,P00511,28/06/2025,CYB
INV00499,C00313,P00327,16/05/2024,MK
INV00500,C00789,"P00156,P00336,P00108,P00089,P00449,P00516",13/06/2025,CYB
INV00501,C01170,"P00373,P00353,P00422,P00266",23/09/2024,MK
INV00502,C00005,"P00373,P00353,P00422,P00266,P00272,P00338",24/11/2024,TKO
INV00503,C01194,"P00346,P00007,P00008",02/09/2024,TKO
INV00504,C01080,"P00373,P00353,P00422,P00266",08/08/2025,MK
INV00505,C00644,"P00373,P00353,P00422,P00266",22/04/2025,MK
INV00506,C00298,"P00235,P00012,P00444",30/10/2024,TKO
INV00507,C00358,"P00309,P00505",14/07/2025,CYB
INV00508,C00948,"P00156,P00336,P00108,P00089,P00243",16/10/2025,MK
INV00509,C00227,"P00156,P00336,P00108,P00089",27/07/2025,TKO
INV00510,C00887,P00497,14/03/2025,CYB
INV00511,C01116,P00029,11/11/2025,MK
INV00512,C00553,"P00509,P00466,P00316,P00536,P00013",22/02/2024,TKO
INV00513,C00978,"P00089,P00138,P00292,P00369,P00226",26/10/2024,CYB
INV00514,C00611,"P00430,P00190,P00402,P00432,P00243",09/02/2024,MK
INV00515,C01440,"P00010,P00305,P00115,P00308",28/01/2025,MK
INV00516,C00072,"P00156,P00336,P00108,P00089,P00007,P00485",25/05/2025,MK
INV00517,C01381,"P00338,P00406,P00287,P00142,P00347",07/10/2025,MK
INV00518,C00556,"P00362,P00043,P00081",11/06/2024,ST
INV00519,C01223,P00160,04/06/2024,MK
INV00520,C00844,"P00491,P00244,P00462,P00113",07/12/2025,MK
INV00521,C01145,"P00156,P00336,P00108,P00089,P00179",11/07/2024,MK
INV00522,C00811,"P00156,P00336,P00108,P00089,P00377",30/03/2024,CYB
INV00523,C00032,"P00286,P00085",06/11/2025,MK
INV00524,C00094,"P00216,P00322,P00511",26/05/2025,TKO
INV00525,C00611,"P00365,P00322",28/02/2025,MK
INV00526,C01139,P00351,13/03/2025,TKO
INV00527,C00162,P00525,23/02/2025,MK
INV00528,C00200,"P00005,P00297",25/04/2025,ST
INV00529,C00431,"P00021,P00517",30/08/2025,TKO
INV00530,C00208,"P00478,P00288,P00263",30/11/2025,TKO
INV00531,C00280,"P00368,P00513,P00360",12/04/2024,TKO
INV00532,C01293,"P00413,P00030,P00331,P00546,P00063",15/01/2024,MK
INV00533,C00385,"P00137,P00096,P00033,P00259,P00357",27/04/2025,CYB
INV00534,C00427,"P00470,P00292,P00227",20/11/2025,MK
INV00535,C00952,"P00115,P00159",02/02/2025,ST
INV00536,C00684,"P00309,P00058",01/09/2024,TKO
INV00537,C00786,"P00455,P00264,P00428,P00411",30/08/2025,MK
INV00538,C01372,"P00156,P00336,P00108,P00089,P00009",17/12/2024,TKO
INV00539,C00602,"P00156,P00336,P00108,P00089",01/06/2025,ST
INV00540,C00267,"P00314,P00463,P00036",08/06/2025,ST
INV00541,C00058,"P00272,P00140,P00399",20/02/2024,CYB
INV00542,C01424,"P00162,P00217,P00518,P00317",31/08/2024,MK
INV00543,C00481,"P00373,P00353,P00422,P00266",03/03/2024,MK
INV00544,C00070,"P00138,P00408,P00438,P00185,P00430",28/05/2024,MK
INV00545,C00149,P00112,10/05/2025,ST
INV00546,C00990,P00476,28/01/2024,TKO
INV00547,C01169,"P00373,P00353,P00422,P00266,P00392",14/12/2024,ST
INV00548,C00799,"P00033,P00136,P00492",28/01/2025,MK
INV00549,C01386,"P00182,P00519",21/06/2025,TKO
INV00550,C01211,"P00408,P00485",18/07/2024,CYB
INV00551,C00123,"P00424,P00281,P00014,P00276,P00374",11/08/2024,CYB
INV00552,C00072,"P00091,P00149",03/03/2024,MK
INV00553,C00862,"P00373,P00353,P00422,P00266,P00052,P00167",24/12/2025,CYB
INV00554,C00570,"P00156,P00336,P00108,P00089,P00129",01/04/2025,MK
INV00555,C01021,"P00441,P00093,P00135",04/04/2025,MK
INV00556,C00711,"P00003,P00482,P00531,P00453,P00514",29/12/2025,TKO
INV00557,C00586,"P00408,P00218,P00395",15/10/2025,MK
INV00558,C01214,"P00373,P00353,P00422,P00266",12/10/2024,TKO
INV00559,C00844,"P00223,P00257",01/11/2024,CYB
INV00560,C00846,"P00244,P00300,P00105,P00494,P00329",03/09/2024,MK
INV00561,C00484,"P00384,P00433,P00428",14/04/2024,ST
INV00562,C01302,"P00438,P00051,P00534,P00246,P00535",13/05/2025,CYB
INV00563,C00865,P00229,28/11/2024,CYB
INV00564,C00475,"P00156,P00336,P00108,P00089,P00037",28/04/2025,ST
INV00565,C00762,"P00156,P00336,P00108,P00089,P00212",28/09/2025,CYB
INV00566,C00135,"P00381,P00411,P00156,P00508",03/09/2024,TKO
INV00567,C00716,"P00319,P00327,P00536",26/11/2024,MK
INV00568,C00883,"P00221,P00116",09/11/2024,TKO
INV00569,C00095,P00238,01/10/2025,MK
INV00570,C00743,"P00228,P00438,P00394",24/02/2024,TKO
INV00571,C01317,"P00481,P00134,P00165,P00277,P00464",08/05/2025,CYB
INV00572,C00302,"P00373,P00353,P00422,P00266,P00423",13/05/2025,TKO
INV00573,C00104,"P00373,P00353,P00422,P00266",05/07/2024,MK
INV00574,C01143,"P00373,P00353,P00422,P00266,P00164",30/10/2024,TKO
INV00575,C00070,"P00373,P00353,P00422,P00266,P00334",23/07/2025,MK
INV00576,C00463,"P00373,P00519",09/09/2024,TKO
INV00577,C01264,P00139,25/03/2024,MK
INV00578,C00639,"P00004,P00239",04/11/2024,CYB
INV00579,C00009,"P00156,P00336,P00108,P00089,P00229,P00128",09/02/2024,CYB
INV00580,C00142,"P00373,P00353,P00422,P00266,P00399,P00193",01/11/2025,MK
INV00581,C00505,"P00316,P00084,P00276,P00328",13/11/2024,CYB
INV00582,C01308,"P00420,P00193",22/05/2025,MK
INV00583,C01024,P00489,16/11/2024,TKO
INV00584,C01364,"P00240,P00039,P00118",22/10/2025,ST
INV00585,C00626,"P00156,P00336,P00108,P00089,P00302",28/02/2024,TKO
INV00586,C00884,"P00156,P00336,P00108,P00089,P00021",15/08/2024,MK
INV00587,C00231,"P00024,P00266,P00178",10/10/2025,CYB
INV00588,C00333,"P00157,P00074",09/02/2024,CYB
INV00589,C00113,"P00336,P00186",08/10/2024,TKO
INV00590,C00720,"P00203,P00004,P00403,P00419,P00423",26/09/2025,MK
INV00591,C00992,"P00387,P00042,P00395",20/10/2024,CYB
INV00592,C00867,"P00152,P00096,P00027,P00512",12/10/2025,CYB
INV00593,C01417,"P00260,P00170,P00215,P00141,P00070",11/04/2024,CYB
INV00594,C00479,"P00169,P00270,P00232,P00052",08/08/2024,MK
INV00595,C00770,"P00211,P00060",13/07/2024,CYB
INV00596,C01137,"P00409,P00111",30/03/2025,CYB
INV00597,C01043,P00294,03/04/2024,TKO
INV00598,C00847,P00383,17/04/2024,TKO
INV00599,C00647,"P00488,P00213",26/04/2024,ST
INV00600,C01158,"P00538,P00521,P00284,P00283,P00068",13/04/2024,CYB
INV00601,C01129,P00508,22/09/2025,CYB
INV00602,C01174,"P00322,P00433,P00046,P00348",18/04/2025,TKO
INV00603,C00343,"P00217,P00131,P00074,P00407,P00329",28/10/2024,MK
INV00604,C00871,"P00156,P00336,P00108,P00089,P00050,P00512",07/07/2025,CYB
INV00605,C00258,"P00543,P00526",31/08/2024,ST
INV00606,C00799,"P00030,P00343,P00190,P00148",08/07/2024,MK
INV00607,C00986,P00101,26/10/2024,MK
INV00608,C00808,"P00545,P00168,P00020,P00416",14/11/2025,ST
INV00609,C00472,"P00156,P00336,P00108,P00089",27/08/2024,TKO
INV00610,C01386,"P00156,P00336,P00108,P00089,P00057,P00103",18/10/2025,CYB
INV00611,C01139,"P00373,P00353,P00422,P00266,P00502,P00090",06/11/2025,ST
INV00612,C00136,P00414,14/02/2024,CYB
INV00613,C00554,"P00046,P00455,P00435,P00003,P00357",05/09/2025,TKO
INV00614,C00371,"P00134,P00017,P00488,P00260",17/07/2025,TKO
INV00615,C00249,"P00415,P00364,P00448,P00333,P00390",05/02/2025,TKO
INV00616,C00634,"P00503,P00493,P00181",28/02/2024,TKO
INV00617,C00058,"P00156,P00336,P00108,P00089,P00353",04/07/2025,CYB
INV00618,C00120,"P00214,P00448,P00436,P00343",15/05/2025,MK
INV00619,C01006,"P00224,P00159,P00388,P00430,P00268",01/06/2025,CYB
INV00620,C00116,P00329,24/05/2025,TKO
INV00621,C01399,"P00333,P00433,P00431",13/11/2024,CYB
INV00622,C00794,"P00158,P00238,P00410,P00362,P00038",28/11/2024,TKO
INV00623,C00792,"P00373,P00353,P00422,P00266,P00446,P00025",27/02/2024,CYB
INV00624,C01116,"P00032,P00410,P00390",13/12/2025,MK
INV00625,C00035,P00025,14/02/2025,MK
INV00626,C00137,"P00031,P00358,P00201,P00350",27/06/2024,TKO
INV00627,C00875,"P00156,P00336,P00108,P00089,P00330,P00183",27/04/2024,CYB
INV00628,C00092,"P00020,P00503,P00349",08/03/2025,MK
INV00629,C00866,P00450,20/03/2025,MK
INV00630,C00062,"P00373,P00353,P00422,P00266",27/09/2025,MK
INV00631,C01322,"P00138,P00436,P00353,P00424",25/05/2025,CYB
INV00632,C00302,"P00541,P00314,P00046",05/04/2025,CYB
INV00633,C00862,"P00373,P00353,P00422,P00266,P00207",14/05/2024,MK
INV00634,C01190,"P00059,P00055,P00530,P00494",10/04/2025,CYB
INV00635,C01180,"P00011,P00263",27/01/2024,ST
INV00636,C00808,"P00095,P00061",20/01/2025,ST
INV00637,C00663,"P00420,P00473,P00013,P00372",07/04/2025,MK
INV00638,C00159,"P00236,P00018,P00311,P00319",06/02/2025,CYB
INV00639,C01200,"P00317,P00284,P00068,P00481",16/04/2024,CYB
INV00640,C01143,"P00357,P00184,P00545",13/01/2024,TKO
INV00641,C00861,"P00373,P00353,P00422,P00266,P00118,P00217",12/04/2024,ST
INV00642,C00207,"P00434,P00050,P00295,P00168,P00386",26/09/2024,TKO
INV00643,C00563,"P00410,P00148",06/08/2024,TKO
INV00644,C00852,"P00202,P00195,P00236,P00500,P00153",24/06/2024,TKO
INV00645,C00878,"P00155,P00076,P00343,P00386",03/03/2024,CYB
INV00646,C00504,"P00181,P00286,P00246,P00169",22/10/2025,TKO
INV00647,C00329,P00473,20/12/2024,CYB
INV00648,C00994,"P00475,P00255,P00216",06/06/2024,TKO
INV00649,C01163,"P00115,P00502,P00114,P00301",19/11/2025,TKO
INV00650,C00202,"P00156,P00336,P00108,P00089",18/02/2025,CYB
INV00651,C01430,"P00412,P00370",28/03/2025,CYB
INV00652,C00446,"P00359,P00133,P00336",20/03/2025,MK
INV00653,C00832,"P00270,P00141,P00511,P00498",13/06/2024,CYB
INV00654,C01238,P00064,27/03/2025,MK
INV00655,C00155,"P00373,P00353,P00422,P00266",04/07/2024,TKO
INV00656,C00396,"P00107,P00351",18/11/2025,MK
INV00657,C00079,P00130,28/06/2025,ST
INV00658,C00200,"P00187,P00028,P00130",02/01/2024,MK
INV00659,C00826,"P00096,P00093,P00367,P00107,P00479",01/02/2024,TKO
INV00660,C01228,"P00156,P00336,P00108,P00089,P00303,P00483",23/08/2024,TKO
INV00661,C01319,"P00156,P00336,P00108,P00089,P00427,P00340",21/03/2025,MK
INV00662,C00526,"P00156,P00336,P00108,P00089",03/02/2025,MK
INV00663,C00295,"P00392,P00537,P00265,P00519",22/04/2024,CYB
INV00664,C01425,P00237,22/03/2025,TKO
INV00665,C00703,"P00199,P00191,P00348",09/09/2025,CYB
INV00666,C00359,"P00129,P00088,P00437",05/10/2025,TKO
INV00667,C00458,"P00373,P00353,P00422,P00266,P00527",08/11/2025,MK
INV00668,C00734,"P00269,P00486",20/04/2025,ST
INV00669,C00298,"P00532,P00034,P00497,P00054,P00492",06/04/2024,TKO
INV00670,C01103,"P00333,P00163,P00033,P00232,P00228",29/04/2025,TKO
INV00671,C01016,P00423,20/03/2025,CYB
INV00672,C01059,"P00373,P00353,P00422,P00266,P00411,P00210",11/10/2025,CYB
INV00673,C00039,P00234,14/11/2025,TKO
INV00674,C01179,P00241,11/05/2025,CYB
INV00675,C00445,"P00216,P00092,P00298,P00161,P00138",30/04/2025,MK
INV00676,C00823,"P00082,P00350",27/01/2025,TKO
INV00677,C00373,"P00373,P00353,P00422,P00266,P00430,P00327",16/06/2024,CYB
INV00678,C00359,"P00373,P00353,P00422,P00266,P00333,P00384",29/08/2025,TKO
INV00679,C00877,"P00115,P00482",08/07/2024,MK
INV00680,C00766,"P00240,P00204",16/03/2024,CYB
INV00681,C01275,"P00373,P00353,P00422,P00266,P00091",04/01/2024,CYB
INV00682,C00576,P00537,10/07/2024,MK
INV00683,C00406,"P00437,P00031",13/08/2024,ST
INV00684,C00196,"P00153,P00297,P00148",14/07/2024,MK
INV00685,C00373,"P00373,P00353,P00422,P00266",30/11/2024,ST
INV00686,C01095,P00283,28/08/2024,ST
INV00687,C00380,"P00373,P00353,P00422,P00266,P00391",17/12/2025,MK
INV00688,C00122,"P00458,P00110,P00343,P00508,P00224",23/06/2025,CYB
INV00689,C00080,"P00103,P00372,P00096,P00382,P00017",22/09/2025,MK
INV00690,C00490,"P00156,P00336,P00108,P00089,P00412",13/01/2025,TKO
INV00691,C00153,P00168,20/05/2025,CYB
INV00692,C00148,P00256,18/11/2024,CYB
INV00693,C00978,"P00171,P00097,P00016,P00533,P00544",24/10/2025,ST
INV00694,C00382,"P00156,P00336,P00108,P00089,P00304,P00073",09/04/2024,MK
INV00695,C01438,"P00156,P00336,P00108,P00089",29/05/2025,MK
INV00696,C00728,"P00373,P00353,P00422,P00266,P00341",01/03/2025,CYB
INV00697,C00039,"P00454,P00004,P00337,P00259,P00377",10/08/2025,MK
INV00698,C00705,"P00452,P00271,P00116",30/06/2025,ST
INV00699,C00776,"P00156,P00336,P00108,P00089,P00353,P00313",21/10/2025,CYB
INV00700,C00981,"P00314,P00404",18/06/2025,MK
INV00701,C01030,"P00156,P00336,P00108,P00089",24/07/2024,CYB
INV00702,C01063,"P00287,P00437,P00507,P00362,P00509",25/05/2025,TKO
INV00703,C01214,"P00445,P00013",06/12/2024,TKO
INV00704,C01257,"P00373,P00353,P00422,P00266",22/08/2025,TKO
INV00705,C00273,"P00144,P00268,P00111",18/11/2024,CYB
INV00706,C00183,"P00108,P00253,P00047,P00265",18/03/2025,MK
INV00707,C01008,"P00234,P00250,P00367,P00067,P00532",19/10/2024,MK
INV00708,C01102,"P00497,P00255,P00414",27/09/2025,CYB
INV00709,C01400,P00062,19/12/2024,ST
INV00710,C00262,"P00160,P00289",12/09/2025,ST
INV00711,C01096,"P00156,P00336,P00108,P00089,P00104,P00452",04/02/2025,MK
INV00712,C01144,"P00103,P00535,P00256,P00318",23/07/2024,CYB
INV00713,C00825,"P00156,P00336,P00108,P00089,P00281,P00188",31/05/2024,CYB
INV00714,C00914,"P00156,P00336,P00108,P00089,P00470",07/08/2024,CYB
INV00715,C00122,P00208,17/09/2025,ST
INV00716,C01196,"P00082,P00212,P00417,P00350",12/01/2024,MK
INV00717,C00392,"P00127,P00030,P00450",14/01/2024,CYB
INV00718,C00446,"P00546,P00423,P00512,P00483",25/09/2025,CYB
INV00719,C00608,"P00509,P00392,P00123",12/12/2025,MK
INV00720,C01288,"P00150,P00128",30/09/2024,ST
INV00721,C00529,"P00373,P00353,P00422,P00266,P00375,P00509",01/01/2025,TKO
INV00722,C00457,"P00156,P00336,P00108,P00089,P00425,P00358",22/04/2025,ST
INV00723,C00073,"P00398,P00109,P00404,P00079",03/11/2025,TKO
INV00724,C00329,"P00477,P00450,P00297",22/12/2025,TKO
INV00725,C00454,"P00428,P00098",01/04/2025,MK
INV00726,C00503,"P00373,P00353,P00422,P00266,P00513",05/07/2024,MK
INV00727,C00548,P00221,05/06/2024,ST
INV00728,C00318,"P00436,P00507,P00148,P00188",26/08/2025,MK
INV00729,C00667,"P00003,P00083",17/01/2024,CYB
INV00730,C01319,"P00127,P00214",13/05/2025,ST
INV00731,C00839,"P00373,P00353,P00422,P00266",19/08/2024,CYB
INV00732,C00553,"P00047,P00061,P00003,P00336,P00380",07/07/2025,MK
INV00733,C01353,"P00043,P00297,P00502,P00078",15/12/2025,TKO
INV00734,C01133,"P00219,P00127,P00341",11/09/2024,ST
INV00735,C00883,"P00373,P00353,P00422,P00266,P00170,P00180",29/07/2025,CYB
INV00736,C01269,"P00010,P00286,P00188,P00163",05/11/2025,TKO
INV00737,C01184,"P00156,P00336,P00108,P00089,P00065,P00121",17/11/2025,MK
INV00738,C00863,"P00156,P00336,P00108,P00089",02/02/2024,TKO
INV00739,C01352,"P00478,P00399,P00507",15/08/2024,MK
INV00740,C01279,"P00148,P00238,P00116",01/06/2024,MK
INV00741,C00019,P00001,23/07/2024,CYB
INV00742,C01199,"P00429,P00538,P00256",09/12/2025,ST
INV00743,C01274,"P00296,P00534,P00091",03/12/2025,MK
INV00744,C00322,"P00487,P00453",14/05/2024,TKO
INV00745,C00283,"P00156,P00336,P00108,P00089",18/01/2025,TKO
INV00746,C01251,"P00373,P00353,P00422,P00266,P00194,P00154",29/09/2024,TKO
INV00747,C00309,"P00373,P00353,P00422,P00266,P00378",14/09/2024,MK
INV00748,C01379,"P00516,P00383,P00513,P00524",28/06/2025,CYB
INV00749,C00856,"P00183,P00020,P00342",19/10/2024,MK
INV00750,C00677,"P00373,P00353,P00422,P00266,P00517,P00314",01/12/2025,MK
INV00751,C00989,"P00156,P00336,P00108,P00089,P00309,P00097",23/12/2024,CYB
INV00752,C01325,"P00156,P00336,P00108,P00089,P00423",28/09/2025,TKO
INV00753,C00354,"P00439,P00041,P00517,P00351",26/03/2025,MK
INV00754,C00277,"P00373,P00353,P00422,P00266",25/12/2024,CYB
INV00755,C00476,"P00316,P00251",13/01/2025,MK
INV00756,C01046,"P00309,P00041",05/10/2024,CYB
INV00757,C00812,"P00509,P00432,P00476",20/08/2025,CYB
INV00758,C00619,"P00324,P00508,P00161,P00172,P00183",02/03/2024,CYB
INV00759,C00676,"P00221,P00310",15/11/2025,CYB
INV00760,C01284,"P00373,P00353,P00422,P00266,P00381,P00362",10/03/2025,CYB
INV00761,C00357,"P00414,P00271,P00240",15/02/2025,TKO
INV00762,C00702,P00432,10/11/2025,TKO
INV00763,C00110,"P00382,P00187,P00076,P00229,P00412",27/04/2025,ST
INV00764,C00757,"P00439,P00001,P00520,P00239",06/11/2025,ST
INV00765,C00530,"P00156,P00336,P00108,P00089,P00292",27/04/2025,ST
INV00766,C00477,"P00448,P00008",27/11/2024,CYB
INV00767,C01327,"P00219,P00256,P00333,P00097,P00302",15/10/2024,ST
INV00768,C00121,"P00413,P00243,P00401,P00158",27/06/2024,CYB
INV00769,C00626,"P00168,P00414,P00455",13/12/2024,CYB
INV00770,C00036,"P00482,P00108,P00450,P00546",17/01/2024,MK
INV00771,C01291,"P00223,P00523,P00287,P00258,P00484",16/05/2025,MK
INV00772,C01405,"P00373,P00353,P00422,P00266",08/02/2025,ST
INV00773,C00865,"P00156,P00336,P00108,P00089",02/06/2024,ST
INV00774,C00471,"P00156,P00336,P00108,P00089",20/12/2024,TKO
INV00775,C01074,"P00373,P00353,P00422,P00266",29/08/2025,TKO
